"STATENAME","YEAR","White","Black","Latine","Asian"
"Missouri",2017,0.793970817524142,0.113422486379396,0.0417773228307303,0.0217988553916132
"Montana",2017,0.862525499931937,0.0047120732836868,0.037794635471155,0.00741842163631742
"Nebraska",2017,0.790704117961997,0.0450601955339268,0.109319631097936,0.0257416893914616
"Nevada",2017,0.487924940269289,0.0892410005340157,0.288554284984285,0.089398436778174
"New Hampshire",2017,0.903421594509959,0.0137437211190092,0.037250660003947,0.0280288502712626
"New Jersey",2017,0.54849536579505,0.12734380794977,0.204381940925047,0.0976480971266464
"New Mexico",2017,0.374370591024247,0.0170128396078676,0.487490361913154,0.0134281896679709
"New York",2017,0.550969981509264,0.143306555528457,0.191962487126185,0.0867477650078977
"North Carolina",2017,0.630196529509796,0.211237271642479,0.0936225807591416,0.0284728969002432
"North Dakota",2017,0.843709168604951,0.0300770592261247,0.035650317119698,0.0172890137981157
"Ohio",2017,0.789531924434553,0.121852358201566,0.0372378900433148,0.0222216046528364
"Oklahoma",2017,0.655844109590156,0.0719620419327659,0.106431308740267,0.0223345300168106
"Oregon",2017,0.756754408155305,0.0178349010421997,0.130353656581963,0.0465825330647855
"Pennsylvania",2017,0.76393133688966,0.107082818939963,0.0731218066060018,0.03433241417365
"Rhode Island",2017,0.720784153848622,0.0543751220934677,0.153779730644116,0.0369446575673413
"South Carolina",2017,0.636140578050697,0.268284833379077,0.0568959007588814,0.0156361923258423
"South Dakota",2017,0.823297679798911,0.0209022774260463,0.0355481299717363,0.0132740615362679
"Tennessee",2017,0.738989848695292,0.166721213153575,0.0537985200679454,0.0180301203814661
"Texas",2017,0.418894337866543,0.117876722211474,0.394303243190611,0.0476602457070929
"Utah",2017,0.782391572982814,0.0113868154733024,0.140507886788231,0.0332316407749869
"Vermont",2017,0.927505022792978,0.0126976847850661,0.0196774829754176,0.0176747795663321
"Virginia",2017,0.617006335286103,0.187625649053957,0.0934238644064595,0.0642940630600636
"Washington",2017,0.685709185425419,0.0351070783849777,0.126817930354861,0.0897006552887401
"West Virginia",2017,0.920099985846903,0.0407603682448563,0.0126017632445727,0.00836134122896241
"Wisconsin",2017,0.812355070319419,0.0602586531614362,0.0679084038379545,0.0296953679270563
"Wyoming",2017,0.841010503784642,0.0094887927983912,0.0998006266021077,0.00743809499149858
"Alabama",2018,0.652810190776311,0.267145961912661,0.043274873661764,0.013587306211641
"Alaska",2018,0.602119771424852,0.0305205318955627,0.0720453787301441,0.0690742814989192
"Arizona",2018,0.543139190082723,0.043764848404397,0.316078205756391,0.0339539904786154
"Arkansas",2018,0.720978822592553,0.151878426915962,0.0764861927948703,0.0177190115550837
"California",2018,0.36649097524853,0.0550700387250868,0.392863091770379,0.148024732383321
"Colorado",2018,0.677537465999855,0.0393320134757506,0.216731652914444,0.0325328624171373
"Connecticut",2018,0.662614322921405,0.100321188804436,0.165217001873951,0.0462405515210634
"Delaware",2018,0.618608291605104,0.217416568528213,0.0951579400126761,0.0406991111189231
"District of Columbia",2018,0.369811589354478,0.444212084759878,0.112622160850161,0.0381134734609334
"Florida",2018,0.532536641419388,0.153051939439395,0.261154332355603,0.0276522847555028
"Georgia",2018,0.522404777804976,0.312047892123894,0.0969663410008579,0.041875093576438
"Hawaii",2018,0.216531466936433,0.0181021914253593,0.107127746673509,0.449592429659885
"Idaho",2018,0.816768022948248,0.00583169156679254,0.127002043087251,0.0174546005946843
"Illinois",2018,0.609377070075692,0.13779255761678,0.173410888244953,0.0560628298386008
"Indiana",2018,0.78692916995797,0.094376944708197,0.0706114187975334,0.0238469679214116
"Iowa",2018,0.854459475087488,0.0347766024691515,0.0606103331754403,0.0272870859862269
"Kansas",2018,0.756108685870906,0.0558874948051011,0.119692874144344,0.029102767979502
"Kentucky",2018,0.844781646772157,0.078418862045089,0.0363803435769655,0.0151452353660212
"Louisiana",2018,0.583808335575833,0.320507950895906,0.0513998134755143,0.0162438535117548
"Maine",2018,0.930684606441702,0.0137178310883709,0.0164232922196885,0.0135377658763722
"Maryland",2018,0.502419441052851,0.294679314838124,0.104054334489877,0.0632002022930741
"Massachusetts",2018,0.70755731834371,0.0705250806373681,0.122709479315064,0.0676800444843866
"Michigan",2018,0.74794053370802,0.13706629158011,0.0514782288564879,0.0326288288765961
"Minnesota",2018,0.793938314924546,0.0657906297410936,0.0540052277783332,0.0479450040713369
"Mississippi",2018,0.563903928639592,0.379010423468038,0.0290792324202335,0.00927330380073195
"Missouri",2018,0.792936923361188,0.114665388711117,0.0409409883567194,0.0216508674188584
"Montana",2018,0.857900508799262,0.00402520933253632,0.0394058203623253,0.00717967062190237
"Nebraska",2018,0.784804392132145,0.0448605377790955,0.111501875322661,0.0232139858226021
"Nevada",2018,0.484515514145832,0.0882015243910477,0.29032043322023,0.0851379782177121
"New Hampshire",2018,0.898328676432642,0.0126200780000147,0.0388746765358557,0.0289683797671795
"New Jersey",2018,0.545941974648988,0.128520562338076,0.206464485683368,0.0965796787794157
"New Mexico",2018,0.369158949866089,0.0189130812416366,0.491053379071006,0.0163045449426084
"New York",2018,0.55222339501128,0.142683409025049,0.191949845588081,0.0847113547910577
"North Carolina",2018,0.626502125462989,0.210678356873614,0.0957534077710856,0.0296777039221389
"North Dakota",2018,0.837783540351833,0.0322138414923751,0.035393782472039,0.0201111203207043
"Ohio",2018,0.785620134819096,0.122765312493103,0.0386352915733702,0.0233855474025193
"Oklahoma",2018,0.650888810495554,0.0719868914622304,0.108893582908179,0.0207647374044497
"Oregon",2018,0.750905394857629,0.0185791773380807,0.132692217290948,0.0487599604172369
"Pennsylvania",2018,0.759406842788275,0.105762915142117,0.0758770553116797,0.0352068312321485
"Rhode Island",2018,0.71430841329216,0.0576781753781985,0.159593876943011,0.034622605373044
"South Carolina",2018,0.635428658646804,0.265235899889991,0.0578884044399363,0.0161518388506031
"South Dakota",2018,0.812690496296338,0.0227433733642397,0.038849059490952,0.0125839487211457
"Tennessee",2018,0.736065530183855,0.166595174896344,0.0551130648256059,0.0180144490185391
"Texas",2018,0.414076969616413,0.118662964001095,0.39602785117124,0.0497343289255447
"Utah",2018,0.778236407838398,0.011781639648161,0.142278412137528,0.0310011847123079
"Vermont",2018,0.927285529754957,0.0110650024988065,0.0193102655440932,0.0195322042666522
"Virginia",2018,0.613223546069149,0.188446743452006,0.095514215423557,0.0649217481040917
"Washington",2018,0.678221655076556,0.0373491608023843,0.128702712235842,0.0936051332934603
"West Virginia",2018,0.919711246671894,0.0391653265641544,0.013587088942936,0.00775321292346132
"Wisconsin",2018,0.810231341578872,0.0634921617842949,0.0693520743199357,0.0282415205257769
"Wyoming",2018,0.839465016088635,0.00520825219779934,0.099617992269839,0.0111902128477144
"Alabama",2019,0.650695007428845,0.267949914188431,0.0446811613267703,0.0138373322646402
"Alaska",2019,0.600266559131701,0.0252287965880431,0.0714802233628827,0.0732654860603244
"Arizona",2019,0.539941036311757,0.0439695622181766,0.3175216181643,0.0341716816301554
"Arkansas",2019,0.719503652324671,0.155442500573265,0.0768409744304136,0.0189733992002131
"California",2019,0.363324812172679,0.0551819369920037,0.39423633542461,0.148744731472081
"Colorado",2019,0.675504833005021,0.0391358450882277,0.218268904843007,0.0329084368514202
"Connecticut",2019,0.656229919218285,0.101619869592546,0.168259385569801,0.0462936083406469
"Delaware",2019,0.613599393692928,0.220162174818539,0.0962502207927177,0.0389262696094742
"District of Columbia",2019,0.371545691173491,0.442389574763832,0.112897078139679,0.0399136236820739
"Florida",2019,0.529547084034039,0.152523378044903,0.263777464078269,0.0276889040963673
"Georgia",2019,0.518391892269904,0.315509516763154,0.0982348541637646,0.0409787761116798
"Hawaii",2019,0.21552866360801,0.0182269301179768,0.105881746372553,0.470424586403291
"Idaho",2019,0.815996620156514,0.00679773819083245,0.128428456715341,0.0133654903431045
"Illinois",2019,0.606919952546678,0.138921627759736,0.174993160020174,0.0559639376219093
"Indiana",2019,0.783390736397613,0.0939231180685001,0.0720896037398664,0.0251053924419274
"Iowa",2019,0.851509158275411,0.040635231547953,0.0624033698142989,0.023477767529722
"Kansas",2019,0.753849053002869,0.0569231466295772,0.121855728562043,0.0283972136199531
"Kentucky",2019,0.841880101789007,0.0818041069702281,0.0375334094505126,0.0165441830680088
"Louisiana",2019,0.582722959976286,0.322124404738089,0.0538840826244398,0.0169050295625059
"Maine",2019,0.928184691105272,0.0142834612397449,0.0178498629680437,0.0120553900723993
"Maryland",2019,0.498533663706978,0.297575128025301,0.10637579230128,0.0631378108004393
"Massachusetts",2019,0.703104663139066,0.0708146227865262,0.123851088639352,0.0686290597189439
"Michigan",2019,0.746732330301716,0.135673916228099,0.0526971598772266,0.0325849263687264
"Minnesota",2019,0.789955621217838,0.0648129168711717,0.0553947491609382,0.0497323229600797
"Mississippi",2019,0.563062198834803,0.378685005354235,0.0300888833186779,0.00986644149872873
"Missouri",2019,0.790860764476585,0.114923873648701,0.0430009117825904,0.0217525973420788
"Montana",2019,0.859001588730307,0.00592733009100112,0.0377739811261085,0.00781733905450898
"Nebraska",2019,0.783292356111017,0.0481961406280371,0.113578417789835,0.0244777730447765
"Nevada",2019,0.478515698555528,0.0937218764244408,0.292378697702324,0.0889308853187955
"New Hampshire",2019,0.896324292441556,0.0140478381067742,0.0399621684313799,0.0270800192099645
"New Jersey",2019,0.543062915789912,0.126638588005886,0.209066682878885,0.0957660216680796
"New Mexico",2019,0.367913644841806,0.0193806934184905,0.492641030813671,0.0165278141422119
"New York",2019,0.550593076506661,0.141886362090725,0.192676703252428,0.0855546190232215
"North Carolina",2019,0.624556401340798,0.211388943871922,0.0976717005699039,0.0294170031437582
"North Dakota",2019,0.837618199044172,0.0265870755922746,0.0401122218402177,0.0183685841834391
"Ohio",2019,0.783571618003097,0.12336792396335,0.039909146127589,0.0232790377360105
"Oklahoma",2019,0.648789945642766,0.0708825007815321,0.110710692597949,0.0217512334560956
"Oregon",2019,0.748985297091782,0.0179750420663972,0.134546796066232,0.0487327683067958
"Pennsylvania",2019,0.756211398088219,0.106580547757071,0.0777031600323981,0.0354369934234438
"Rhode Island",2019,0.707267871858602,0.0582058429562727,0.163739273014581,0.0337477026245067
"South Carolina",2019,0.635069844625279,0.263723329747972,0.0580125444916925,0.0183791525417803
"South Dakota",2019,0.815766300913685,0.0229161744807886,0.0375964072032275,0.0139522686142344
"Tennessee",2019,0.732734295538523,0.166274720778823,0.0570645878989172,0.0184079363038634
"Texas",2019,0.411432230667521,0.118813565278461,0.397553431813298,0.0498077640751802
"Utah",2019,0.776577859098591,0.0106074377767893,0.144253293399352,0.0303001474130354
"Vermont",2019,0.924533926078825,0.0114328938490903,0.0200452251562127,0.0163384290428197
"Virginia",2019,0.610784651759313,0.191001273619097,0.0970003112874566,0.0660065310615558
"Washington",2019,0.673371378954373,0.0392933951928149,0.130249630559484,0.0945737517257301
"West Virginia",2019,0.920463555723945,0.0364691066078843,0.0146902011944333,0.00800827164289536
"Wisconsin",2019,0.808389927648815,0.0630612558253129,0.070725232780655,0.0302243013832359
"Wyoming",2019,0.837612892412904,0.00974326101192379,0.102011372609324,0.00774070036059914
"Alabama",2020,0.640879743342171,0.253218633897953,0.0450532567433521,0.0134640539074074
"Alaska",2020,0.568809211324459,0.0296732141478532,0.0741416770521997,0.063257546514321
"Arizona",2020,0.527129377908927,0.0435226089799289,0.320884270929222,0.0343953786229858
"Arkansas",2020,0.692128196691139,0.14332881585298,0.0774339608151062,0.0174155819306965
"California",2020,0.349647877130032,0.0535269080802754,0.395544911042007,0.151935843802036
"Colorado",2020,0.656542025468309,0.037811545541667,0.220107140641051,0.0347083278751818
"Connecticut",2020,0.642632262498547,0.0979010043533019,0.173450978608572,0.0448230632354584
"Delaware",2020,0.601668657267247,0.208950199837372,0.0979385624281407,0.0391391277722239
"District of Columbia",2020,0.367930493298859,0.423871193559678,0.108869556381045,0.0444959747987399
"Florida",2020,0.520923188427625,0.146510487630074,0.264050869386494,0.0272606473350484
"Georgia",2020,0.504557651289375,0.304195651116861,0.0974853740267904,0.0434606068882312
"Hawaii",2020,0.20617784361317,0.0156913734017125,0.109792036221459,0.450708906098879
"Idaho",2020,0.792842122829536,0.00550705964518368,0.131523581907759,0.013898227760587
"Illinois",2020,0.596050475576317,0.133599295431876,0.175926969134855,0.0551746877165497
"Indiana",2020,0.770353168339564,0.0897785150264668,0.0726883061920255,0.0229015193221115
"Iowa",2020,0.835694915029473,0.0393576952452941,0.0615403656970589,0.0262513036139351
"Kansas",2020,0.742847691200165,0.0522457234925097,0.122967673374242,0.0297648349388091
"Kentucky",2020,0.832318634665371,0.0693397649824314,0.0378014249188133,0.0146338183799204
"Louisiana",2020,0.57382863285358,0.314059295838197,0.0544342472028759,0.0146188500582761
"Maine",2020,0.911416956678267,0.0145265810632425,0.0157551302052082,0.0108754350174007
"Maryland",2020,0.487698305461944,0.286961217174286,0.109735314533393,0.0656313916089104
"Massachusetts",2020,0.6919250715436,0.0642732581797324,0.126220361104595,0.0702915230318384
"Michigan",2020,0.732118213524418,0.132948737732732,0.0529703298829602,0.0321477573107878
"Minnesota",2020,0.772374572388231,0.0658906608791441,0.0558367620620444,0.046993347128072
"Mississippi",2020,0.562481265521642,0.355785885087966,0.029519434350997,0.0101512050423382
"Missouri",2020,0.769260386860181,0.108787787887229,0.041881500613904,0.0209769482444163
"Montana",2020,0.836339810187058,0.00273109459544027,0.0429073267870503,0.00643077506484482
"Nebraska",2020,0.76807335664991,0.0455584121066113,0.114585214652275,0.0270836637910952
"Nevada",2020,0.46164990749596,0.089555493246224,0.294440390118303,0.0835795993622506
"New Hampshire",2020,0.881488597821913,0.0162144681149285,0.0406686688674328,0.0239205563334321
"New Jersey",2020,0.531385282972094,0.123207369330106,0.210862304512704,0.0966121531824358
"New Mexico",2020,0.365279638698123,0.0165793149732384,0.490064626152655,0.0137261062184551
"New York",2020,0.537801263005385,0.13463347671011,0.194182980628392,0.0869675788429666
"North Carolina",2020,0.616841253641107,0.202488543758264,0.0987677828686049,0.0290210999458947
"North Dakota",2020,0.819260304993971,0.0332795839297593,0.0409273936962315,0.0175418110443872
"Ohio",2020,0.770893805022986,0.114742169704347,0.0411080529545836,0.0227274806355938
"Oklahoma",2020,0.632193722232905,0.0697189763978133,0.115592027550452,0.023362443779047
"Oregon",2020,0.730971237366279,0.016840239779515,0.134344149099812,0.0476900479790414
"Pennsylvania",2020,0.741647770950978,0.101989004075416,0.0817473866760649,0.0342664259216375
"Rhode Island",2020,0.692110154154929,0.0570277396185497,0.165874875734552,0.0364057828300387
"South Carolina",2020,0.632449842228709,0.248511642248038,0.0565194364719363,0.015002653809751
"South Dakota",2020,0.786528954587522,0.0204666303257744,0.0399889871616399,0.0120201371297403
"Tennessee",2020,0.724220886932703,0.151200190234614,0.0554883279399273,0.0192689253698206
"Texas",2020,0.400827862008736,0.112198954507992,0.399016822311088,0.0501270524642482
"Utah",2020,0.763724958100148,0.01259262072548,0.144061676092091,0.0329171118015466
"Vermont",2020,0.901776017990832,0.016208086263731,0.0174254146124251,0.0200122373534
"Virginia",2020,0.596273806067131,0.183858732562143,0.098341416622914,0.067675236109462
"Washington",2020,0.650241451878578,0.0379952017520737,0.133455184112335,0.0983175732355097
"West Virginia",2020,0.901547112024046,0.0260208805950311,0.0155090971438018,0.00867828089728253
"Wisconsin",2020,0.794540975570151,0.0611642040866804,0.0729716387932827,0.0284872732728968
"Wyoming",2020,0.818732622173628,0.00606232600410539,0.105571873035881,0.00751784138016286
"Alabama",2021,0.640894807551851,0.257738234484691,0.0472243667851418,0.013605887604003
"Alaska",2021,0.578455873220386,0.0297540649102669,0.0715189450136691,0.0811617188022487
"Arizona",2021,0.520256679341579,0.0429394490288767,0.323149242006532,0.0336976843776439
"Arkansas",2021,0.68108500934105,0.147231013939365,0.0820822693216643,0.0179910644501074
"California",2021,0.342451326826484,0.0528625482812049,0.40154067110123,0.152155180015534
"Colorado",2021,0.651838957865091,0.0371951881507257,0.222645842642267,0.0323165468269561
"Connecticut",2021,0.62665184156743,0.0992775953607683,0.176314768400351,0.0472196421286128
"Delaware",2021,0.593188649609721,0.206682586128541,0.101276281064876,0.0407650510671886
"District of Columbia",2021,0.364445936870383,0.424917543466905,0.114307887471084,0.0400388030743974
"Florida",2021,0.511344637431082,0.14603105036617,0.267690038826272,0.028046619073172
"Georgia",2021,0.502248238494028,0.304430381739414,0.100204489698938,0.0432176626357022
"Hawaii",2021,0.206359391572838,0.0173403267170891,0.111569952682975,0.451093369442539
"Idaho",2021,0.787714704909142,0.00757211102185622,0.132267850933468,0.0146155315075887
"Illinois",2021,0.589036993264159,0.134252153400683,0.179755717352108,0.0566593344465429
"Indiana",2021,0.765081762595715,0.0883025748660921,0.07614401148401,0.0234284971242223
"Iowa",2021,0.830598303393057,0.0355327882586056,0.0662498485004599,0.0238512733321036
"Kansas",2021,0.732764325549601,0.0500483544164041,0.127266166016148,0.0306432057444638
"Kentucky",2021,0.826942822028858,0.0700087417511089,0.0390757605123881,0.0152277667464852
"Louisiana",2021,0.569643431392458,0.310046589059324,0.0555065724894232,0.0177563074077751
"Maine",2021,0.897572375818639,0.0150206194657376,0.0185812029466998,0.0123330566581672
"Maryland",2021,0.478455195341411,0.290436420713987,0.110999623852153,0.0664433785570424
"Massachusetts",2021,0.675376961978306,0.0618207765719557,0.128423847302176,0.0701794473452992
"Michigan",2021,0.728785070179909,0.13274789467238,0.0556398881642486,0.0318063885590924
"Minnesota",2021,0.767286272709592,0.0680246137025856,0.0583124685714486,0.050480342152893
"Mississippi",2021,0.554109625029449,0.360546650553481,0.0321356355075399,0.00861637341459983
"Missouri",2021,0.766815111150165,0.107281604789219,0.0457150537102718,0.0209549418654136
"Montana",2021,0.835424456496639,0.00418285004315064,0.0429314905489685,0.00780605485428849
"Nebraska",2021,0.764610234191513,0.0441433789005608,0.119042599348574,0.0217732719795161
"Nevada",2021,0.451273556444659,0.0874417261372568,0.298886987908044,0.0888005086528556
"New Hampshire",2021,0.874545713726213,0.0120627044648205,0.042920333594434,0.0268475268396074
"New Jersey",2021,0.52103477559935,0.124316374109352,0.214886054258438,0.0989689364452641
"New Mexico",2021,0.349119537666887,0.0178153077896305,0.500754060845692,0.0145722081198482
"New York",2021,0.534307848597642,0.134057101379705,0.194940258106597,0.0866884725699291
"North Carolina",2021,0.60904770488786,0.199079968632839,0.101454418006282,0.0311977012579278
"North Dakota",2021,0.823428152598626,0.0286677299638169,0.0414737504968075,0.0175611782984149
"Ohio",2021,0.76555483748453,0.117351273771506,0.0428993438634257,0.0241683861746549
"Oklahoma",2021,0.629773350433786,0.0676324091546789,0.117208505711202,0.024100250862945
"Oregon",2021,0.719855963807256,0.0188462267628007,0.140516773410297,0.0475719798264548
"Pennsylvania",2021,0.736520036630511,0.100153609333375,0.0833963537337389,0.0365882405938388
"Rhode Island",2021,0.689416854537655,0.0451784850448609,0.171092815874262,0.0321044897363113
"South Carolina",2021,0.625974313701125,0.248297678253725,0.063493687273694,0.016424165888834
"South Dakota",2021,0.799078822751559,0.0195470952985115,0.0416897482175086,0.0163484390915102
"Tennessee",2021,0.720456048828868,0.153141163473314,0.0603272901291401,0.0174190971522324
"Texas",2021,0.393673741084758,0.116250672540967,0.401550585596199,0.0517647336128178
"Utah",2021,0.758958949662595,0.0107226686838577,0.147926512331578,0.0320958065893244
"Vermont",2021,0.904059978003935,0.0108896014374894,0.0205353408615642,0.0188608516504794
"Virginia",2021,0.592352776595604,0.180198521824233,0.101831184709024,0.0678540161999029
"Washington",2021,0.643406792775833,0.0385668534165722,0.136686664878251,0.0993979344312967
"West Virginia",2021,0.902605163663326,0.0283444543592982,0.0175135827576517,0.00814152204285124
"Wisconsin",2021,0.790057612839278,0.0609705918070635,0.0748710800779117,0.0299580658314207
"Wyoming",2021,0.813366551313659,0.0095766607982336,0.106127646193955,0.0075206935693146
